ID;Syn;AnswerFungl;AnswerProlog;Question;RQuestion;Types;Fixed
692;(SBARQ (WHNP (WP What) (NNS states)) (SQ (VBP are) (ADJP (JJ next) (PP (TO to) (NP (NNP Arizona))))));answer(state(next_to_2(stateid('arizona'))));"answer(A,(state(A),next_to(A,B),const(B,stateid(arizona))))";What states are next to Arizona;Which states intersect with arizona;object;2
693;(SBARQ (WHNP (WP What) (NNS states)) (SQ (VBP are) (ADJP (JJ next) (PP (TO to) (NP (NNP Texas))))));answer(state(next_to_2(stateid('texas'))));"answer(A,(state(A),next_to(A,B),const(B,stateid(texas))))";What states are next to Texas;Which states intersect with texas;object;2
694;(SBARQ (WHNP (WP What) (NNS states)) (SQ (VBP are) (ADJP (JJ next) (PP (TO to) (NP (DT the) (NNP Mississippi))))));answer(state(next_to_2(stateid('mississippi'))));"answer(A,(state(A),next_to(A,B),const(B,stateid(mississippi))))";What states are next to the Mississippi;Which states intersect with mississippi;object;2
695;(SBARQ (WHNP (WP What) (NNS states)) (SQ (VP (VBP border) (NP (NNP Alaska)))));answer(state(next_to_2(stateid('alaska'))));"answer(A,(state(A),next_to(A,B),const(B,stateid(alaska))))";What states border Alaska;Which states intersect with alaska;object;1
696;(SBARQ (WHNP (WP What) (NNS states)) (SQ (VP (VBP border) (NP (NNP Arkansas)))));answer(state(next_to_2(stateid('arkansas'))));"answer(A,(state(A),next_to(A,B),const(B,stateid(arkansas))))";What states border Arkansas;Which states intersect with arkansas;object;1
697;(SBARQ (WHNP (WP What) (NNS states)) (SQ (VP (VBP border) (NP (NNP Delaware)))));answer(state(next_to_2(stateid('delaware'))));"answer(A,(state(A),next_to(A,B),const(B,stateid(delaware))))";What states border Delaware;Which states intersect with delaware;object;2
698;(SBARQ (WHNP (WP What) (NNS states)) (SQ (VP (VBP border) (NP (NNP Florida)))));answer(state(next_to_2(stateid('florida'))));"answer(A,(state(A),next_to(A,B),const(B,stateid(florida))))";What states border Florida;Which states intersect with florida;object;2
699;(SBARQ (WHNP (WP What) (NNS states)) (SQ (VP (VBP border) (NP (NNP Georgia)))));answer(state(next_to_2(stateid('georgia'))));"answer(A,(state(A),next_to(A,B),const(B,stateid(georgia))))";What states border Georgia;Which states intersect with georgia;object;1
700;(SBARQ (WHNP (WP What) (NNS states)) (SQ (VP (VBP border) (NP (NNP Hawaii)))));answer(state(next_to_2(stateid('hawaii'))));"answer(A,(state(A),next_to(A,B),const(B,stateid(hawaii))))";What states border Hawaii;Which states intersect with hawaii;object;2
701;(SBARQ (WHNP (WP What) (NNS states)) (SQ (VP (VBP border) (NP (NNP Indiana)))));answer(state(next_to_2(stateid('indiana'))));"answer(A,(state(A),next_to(A,B),const(B,stateid(indiana))))";What states border Indiana;Which states intersect with indiana;object;2
702;(SBARQ (WHNP (WP What) (NNS states)) (SQ (VP (VBP border) (NP (NNP Kentucky)))));answer(state(next_to_2(stateid('kentucky'))));"answer(A,(state(A),next_to(A,B),const(B,stateid(kentucky))))";What states border Kentucky;Which states intersect with kentucky;object;2
703;(SBARQ (WHNP (WP What) (NNS states)) (SQ (VP (VBP border) (NP (NNP Michigan)))));answer(state(next_to_2(stateid('michigan'))));"answer(A,(state(A),next_to(A,B),const(B,stateid(michigan))))";What states border Michigan;Which states intersect with michigan;object;2
704;(SBARQ (WHNP (WP What) (NNS states)) (SQ (VP (VBP border) (NP (NNP Missouri)))));answer(state(next_to_2(stateid('missouri'))));"answer(A,(state(A),next_to(A,B),const(B,stateid(missouri))))";What states border Missouri;Which states intersect with missouri;object;2
705;(SBARQ (WHNP (WP What) (NNS states)) (SQ (VP (VBP border) (NP (NNP Montana)))));answer(state(next_to_2(stateid('montana'))));"answer(A,(state(A),next_to(A,B),const(B,stateid(montana))))";What states border Montana;Which states intersect with montana;object;2
706;(SBARQ (WHNP (WP What) (NNS states)) (SQ (VP (VBP border) (NP (NNP New) (NNP Hampshire)))));answer(state(next_to_2(stateid('new hampshire'))));"answer(A,(state(A),next_to(A,B),const(B,stateid('new hampshire'))))";What states border New Hampshire;Which states intersect with new hampshire;object;1
707;(SBARQ (WHNP (WP What) (NNS states)) (SQ (VP (VBP border) (NP (NNP New) (NNP Jersey)))));answer(state(next_to_2(stateid('new jersey'))));"answer(A,(state(A),next_to(A,B),const(B,stateid('new jersey'))))";What states border New Jersey;Which states intersect with new jersey;object;1
708;(SBARQ (WHNP (WP What) (NNS states)) (SQ (VP (VBP border) (NP (NNP Ohio)))));answer(state(next_to_2(stateid('ohio'))));"answer(A,(state(A),next_to(A,B),const(B,stateid(ohio))))";What states border Ohio;Which states intersect with ohio;object;2
709;(SBARQ (WHNP (WP What) (NNS states)) (SQ (VP (VBP border) (NP (NNP Rhode) (NNP Island)))));answer(state(next_to_2(stateid('rhode island'))));"answer(A,(state(A),next_to(A,B),const(B,stateid('rhode island'))))";What states border Rhode Island;Which states intersect with rhode island;object;2
710;(SBARQ (WHNP (WP What) (NNS states)) (SQ (VP (VBP border) (NP (NP (NNS states)) (SBAR (WHNP (WDT that)) (S (VP (VBP border) (NP (NNP Colorado)))))))));answer(state(next_to_2(state(next_to_2(stateid('colorado'))))));"answer(A,(state(A),next_to(A,B),state(B),next_to(B,C),const(C,stateid(colorado))))";What states border states that border Colorado;Which states intersect with states that intersect with colorado;object;2
711;(SBARQ (WHNP (WP What) (NNS states)) (SQ (VP (VBP border) (NP (NP (NNS states)) (SBAR (WHNP (WDT that)) (S (VP (VBP border) (NP (NNP Mississippi)))))))));answer(state(next_to_2(state(next_to_2(stateid('mississippi'))))));"answer(A,(state(A),next_to(A,B),state(B),next_to(B,C),const(C,stateid(mississippi))))";What states border states that border Mississippi;Which states intersect with states that intersect with mississippi;object;2
712;(SBARQ (WHNP (WP What) (NNS states)) (SQ (VP (VBP border) (NP (NP (NNS states)) (SBAR (WHNP (WDT that)) (S (VP (VBP border) (NP (NP (NNS states)) (SBAR (WHNP (WDT that)) (S (VP (VBP border) (NP (NNP Florida)))))))))))));answer(state(next_to_2(state(next_to_2(state(next_to_2(stateid('florida'))))))));"answer(A,(state(A),next_to(A,B),state(B),next_to(B,C),state(C),next_to(C,D),const(D,stateid(florida))))";What states border states that border states that border Florida;Which states intersect with states that intersect with states that intersect with florida;object;0
713;(SBARQ (WHNP (WP What) (NNS states)) (SQ (VP (VBP border) (NP (NP (NNS states)) (SBAR (WHNP (WDT that)) (S (VP (VBP border) (NP (NP (NNS states)) (SBAR (WHNP (WDT that)) (S (VP (VBP border) (NP (NP (NNS states)) (SBAR (WHNP (WDT that)) (S (VP (VBP border) (NP (NNP Texas)))))))))))))))));answer(state(next_to_2(state(next_to_2(state(next_to_2(state(next_to_2(stateid('texas'))))))))));"answer(A,(state(A),next_to(A,B),state(B),next_to(B,C),state(C),next_to(C,D),state(D),next_to(D,E),const(E,stateid(texas))))";What states border states that border states that border states that border Texas;Which states intersect with states that intersect with states that intersect with states that intersect with texas;object;0
714;(SBARQ (WHNP (WP What) (NNS states)) (SQ (VP (VBP border) (NP (NP (NNS states)) (SBAR (WHNP (WDT that)) (S (VP (VBP border) (NP (NP (DT the) (NN state)) (PP (IN with) (NP (DT the) (JJS largest) (NN population)))))))))));answer(state(next_to_2(state(next_to_2(largest_one(population_1(state(all))))))));"answer(A,(state(A),next_to(A,B),state(B),next_to(B,C),largest(D,(state(C),population(C,D)))))";What states border states that border the state with the largest population;Which states intersect with states that intersect with the state with the largest population;object;0
715;(SBARQ (WHNP (WP What) (NNS states)) (SQ (VP (VBP border) (NP (NP (NNS states)) (SBAR (WHNP (WDT that)) (S (NP (DT the) (NNP Mississippi)) (VP (VBZ runs) (PP (IN through)))))))));answer(state(next_to_2(state(traverse_1(riverid('mississippi'))))));"answer(A,(state(A),next_to(A,B),state(B),const(C,riverid(mississippi)),traverse(C,B)))";What states border states that the Mississippi runs through;Which states intersect with states that intersect with the mississippi river;object;2
716;(SBARQ (WHNP (WP What) (NNS states)) (SQ (VP (VBP border) (NP (NP (NNS states)) (SBAR (WHNP (WDT that)) (S (NP (DT the) (NNP Ohio)) (VP (VBZ runs) (PP (IN through)))))))));answer(state(next_to_2(state(traverse_1(riverid('ohio'))))));"answer(A,(state(A),next_to(A,B),state(B),const(C,riverid(ohio)),traverse(C,B)))";What states border states that the Ohio runs through;Which states intersect with states that intersect with the ohio river;object;2
717;(SBARQ (WHNP (WP What) (NNS states)) (SQ (VP (VBP border) (NP (NP (NNS states)) (SBAR (WHNP (WDT which)) (S (NP (DT the) (NNP Mississippi)) (VP (VBZ runs) (PP (IN through)))))))));answer(state(next_to_2(state(traverse_1(riverid('mississippi'))))));"answer(A,(state(A),next_to(A,B),state(B),const(C,riverid(mississippi)),traverse(C,B)))";What states border states which the Mississippi runs through;Which states intersect with states that intersect with the mississippi river;object;2
718;(SBARQ (WHNP (WP What) (NNS states)) (SQ (VP (VBP border) (NP (NNP Texas)))));answer(state(next_to_2(stateid('texas'))));"answer(A,(state(A),next_to(A,B),const(B,stateid(texas))))";What states border Texas;Which states intersect with texas;object;2
719;(SBARQ (WHNP (WP What) (NNS states)) (SQ (VP (VP (VBP border) (NP (NNP Texas))) (CC and) (VP (VBP have) (NP (DT a) (JJ major) (NN river))))));"answer(intersection(state(next_to_2(stateid('texas'))), loc_1(major(river(all)))))";"answer(A,(state(A),next_to(A,B),const(B,stateid(texas)),loc(C,A),major(C),river(C)))";What states border Texas and have a major river;Which states intersect with texas and have a major river;object;2
720;(SBARQ (WHNP (WP What) (NNS states)) (SQ (VP (VBP border) (NP (DT the) (NNP Mississippi) (NN river)))));answer(state(next_to_2(river(riverid('mississippi')))));"answer(A,(state(A),next_to(A,B),const(B,riverid(mississippi)),river(B)))";What states border the Mississippi river;Which states intersect with the mississippi river;object;2
721;(SBARQ (WHNP (WP What) (NNS states)) (SQ (VP (VBP border) (NP (DT the) (ADJP (RBS most) (JJ populous)) (NN state)))));answer(state(next_to_2(largest_one(population_1(state(all))))));"answer(A,(state(A),next_to(A,B),largest(C,(population(B,C),state(B)))))";What states border the most populous state;Which states intersect with the state that has the biggest population;object;0
722;(SBARQ (WHNP (WP What) (NNS states)) (SQ (VP (VBP border) (NP (NP (DT the) (NN state)) (SBAR (WHNP (WDT that)) (S (VP (VBZ borders) (NP (DT the) (JJS most) (NNS states)))))))));answer(state(next_to_2(most(state(next_to_2(state(all)))))));"answer(A,(state(A),next_to(A,B),most(B,C,(state(B),next_to(B,C),state(C)))))";What states border the state that borders the most states;Which states intersect with the state that intersects with the biggest number of states;object;0
723;(SBARQ (WHNP (WP What) (NNS states)) (SQ (VP (VBP border) (NP (NP (DT the) (NN state)) (PP (IN with) (NP (DT the) (JJS most) (NNS cities)))))));answer(state(next_to_2(most(state(loc_1(city(all)))))));"answer(A,(state(A),next_to(A,B),most(B,C,(state(B),loc(C,B),city(C)))))";What states border the state with the most cities;Which states intersect with the state that has the biggest number of cities;object;0
724;(SBARQ (WHNP (WP What) (NNS states)) (SQ (VP (VBP border) (NP (NP (DT the) (NN state)) (PP (IN with) (NP (DT the) (JJS most) (JJ major) (NNS cities)))))));answer(state(next_to_2(most(state(loc_1(major(city(all))))))));"answer(A,(state(A),next_to(A,B),most(B,C,(state(B),loc(C,B),major(C),city(C)))))";What states border the state with the most major cities;Which states intersect with the state that has the biggest number of major cities;object;0
725;(SBARQ (WHNP (WP What) (NNS states)) (SQ (VP (VBP border) (NP (NP (DT the) (NN state)) (PP (IN with) (NP (DT the) (JJS smallest) (NN area)))))));answer(state(next_to_2(smallest_one(area_1(state(all))))));"answer(A,(state(A),next_to(A,B),smallest(C,(state(B),area(B,C)))))";What states border the state with the smallest area;Which states intersect with the state that has the smallest size;object;2
726;(SBARQ (WHNP (WP What) (NNS states)) (SQ (VP (VBP border) (NP (NP (DT the) (NNS states)) (PP (IN with) (NP (DT the) (JJS most) (NNS cities)))))));answer(state(next_to_2(most(state(loc_1(city(all)))))));"answer(A,(state(A),next_to(A,B),most(B,C,(state(B),loc(C,B),city(C)))))";What states border the states with the most cities;Which states intersect with the states that have the biggest number of cities;object;0
727;(SBARQ (WHNP (WP What) (NNS states)) (SQ (VP (VBP border) (NP (NNP Wisconsin)))));answer(state(next_to_2(stateid('wisconsin'))));"answer(A,(state(A),next_to(A,B),const(B,stateid(wisconsin))))";What states border Wisconsin;Which states intersect with wisconsin;object;2
728;(SBARQ (WHNP (WHNP (WP What) (NN state) (POS 's)) (NN capital)) (SQ (VBZ is) (NP (NNP Dover))));"answer(state(capital_2(cityid('dover', _))))";"answer(A,(state(A),capital(A,B),const(B,cityid(dover,_))))";What state 's capital is Dover;Which state has dover capital;object;2
729;(SBARQ (WHNP (WP What) (NNS states)) (SQ (VP (VBP contain) (NP (QP (IN at) (JJS least) (CD one)) (JJ major) (NNS rivers)))));answer(state(loc_1(major(river(all)))));"answer(A,(state(A),loc(B,A),major(B),river(B)))";What states contain at least one major rivers;Which states contain at least 1 major rivers;object;0
730;(SBARQ (WHNP (WP What) (NNS states)) (SQ (VBZ does) (NP (DT the) (NNP Colorado) (NN river)) (VP (VB run) (PP (IN through)))));answer(state(traverse_1(river(riverid('colorado')))));"answer(A,(state(A),const(B,riverid(colorado)),river(B),traverse(B,A)))";What states does the Colorado river run through;Which states intersect with the colorado river;object;2
731;(SBARQ (WHNP (WP What) (NNS states)) (SQ (VBZ does) (NP (DT the) (NNP Delaware) (NN river)) (VP (VB run) (PP (IN through)))));answer(state(traverse_1(river(riverid('delaware')))));"answer(A,(state(A),const(B,riverid(delaware)),river(B),traverse(B,A)))";What states does the Delaware river run through;Which states intersect with the delaware river;object;2
732;(SBARQ (WHNP (WP What) (NNS states)) (SQ (VBZ does) (NP (DT the) (NNP Mississippi) (NN river)) (VP (VB run) (PP (IN through)))));answer(state(traverse_1(river(riverid('mississippi')))));"answer(A,(state(A),const(B,riverid(mississippi)),river(B),traverse(B,A)))";What states does the Mississippi river run through;Which states intersect with the mississippi river;object;2
733;(SBARQ (WHNP (WP What) (NNS states)) (SQ (VBZ does) (NP (DT the) (NNP Mississippi)) (VP (VB run) (PP (IN through)))));answer(state(traverse_1(riverid('mississippi'))));"answer(A,(state(A),const(B,riverid(mississippi)),traverse(B,A)))";What states does the Mississippi run through;Which states intersect with the mississippi river;object;2
734;(SBARQ (WHNP (WP What) (NNS states)) (SQ (VBZ does) (NP (DT the) (NNP Missouri) (NN river)) (VP (VB run) (PP (IN through)))));answer(state(traverse_1(river(riverid('missouri')))));"answer(A,(state(A),const(B,riverid(missouri)),river(B),traverse(B,A)))";What states does the Missouri river run through;Which states intersect with the missouri river;object;2
735;(SBARQ (WHNP (WP What) (NNS states)) (SQ (VBZ does) (NP (DT the) (NNP Missouri)) (VP (VB run) (PP (IN through)))));answer(state(traverse_1(riverid('missouri'))));"answer(A,(state(A),const(B,riverid(missouri)),traverse(B,A)))";What states does the Missouri run through;Which states intersect with the missouri river;object;2
736;(SBARQ (WHNP (WP What) (NNS states)) (SQ (VBZ does) (NP (DT the) (NNP Ohio) (NN river)) (VP (VB go) (PP (IN through)))));answer(state(traverse_1(river(riverid('ohio')))));"answer(A,(state(A),const(B,riverid(ohio)),river(B),traverse(B,A)))";What states does the Ohio river go through;Which states intersect with the ohio river;object;2
737;(SBARQ (WHNP (WP What) (NNS states)) (SQ (VBZ does) (NP (DT the) (NNP Ohio) (NN river)) (VP (VB run) (PP (IN through)))));answer(state(traverse_1(river(riverid('ohio')))));"answer(A,(state(A),const(B,riverid(ohio)),river(B),traverse(B,A)))";What states does the Ohio river run through;Which states intersect with the ohio river;object;2
738;(SBARQ (WHNP (WP What) (NNS states)) (SQ (VBZ does) (NP (DT the) (JJS shortest) (NN river)) (VP (VB run) (PP (IN through)))));answer(state(traverse_1(shortest(river(all)))));"answer(A,(state(A),shortest(B,river(B)),traverse(B,A)))";What states does the shortest river run through;Which states intersect with the river that have the smallest length;object;2
739;(SBARQ (WHNP (WP What) (NNS states)) (SQ (VP (VBP have) (NP (NP (DT a) (NN capital)) (SBAR (WHNP (WDT that)) (S (VBZ is) (NP (NP (DT the) (JJS highest) (NN point)) (PP (IN in) (NP (DT the) (NN state))))))))));answer(state(loc_1(capital(highest(place(all))))));"answer(A,(state(A),loc(B,A),capital(B),highest(B,(place(B)))))";What states have a capital that is the highest point in the state;Which states have a capital that have the biggest elevation;object;0
740;(SBARQ (WHNP (WP What) (NNS states)) (SQ (VP (VBP have) (NP (NP (DT a) (NN city)) (VP (VBN named) (NP (NNP Austin)))))));"answer(state(loc_1(city(cityid('austin', _)))))";"answer(A,(state(A),loc(B,A),const(B,cityid(austin,_))))";What states have a city named Austin;Which states have the austin city;object;2
741;(SBARQ (WHNP (WP What) (NNS states)) (SQ (VP (VBP have) (NP (NP (NNS cities)) (VP (VBN named) (NP (NNP Austin)))))));"answer(state(loc_1(city(cityid('austin', _)))))";"answer(A,(state(A),loc(B,A),city(B),const(B,cityid(austin,_))))";What states have cities named Austin;Which states have austin city;object;2
742;(SBARQ (WHNP (WP What) (NNS states)) (SQ (VP (VBP have) (NP (NP (NNS cities)) (VP (VBN named) (NP (NNP Dallas)))))));"answer(state(loc_1(city(cityid('dallas', _)))))";"answer(A,(state(A),loc(B,A),city(B),const(B,cityid(dallas,_))))";What states have cities named Dallas;Which states have dallas city;object;2
743;(SBARQ (WHNP (WP What) (NNS states)) (SQ (VP (VBP have) (NP (NP (NNS cities)) (VP (VBN named) (NP (NNP Plano)))))));"answer(state(loc_1(city(cityid('plano', _)))))";"answer(A,(state(A),loc(B,A),city(B),const(B,cityid(plano,_))))";What states have cities named Plano;Which states have plano city;object;2
744;(SBARQ (WHNP (WP What) (NNS states)) (SQ (VP (VBP have) (NP (NP (NNS cities)) (VP (VBN named) (NP (NNP Portland)))))));"answer(state(loc_1(city(cityid('portland', _)))))";"answer(A,(state(A),loc(B,A),city(B),const(B,cityid(portland,_))))";What states have cities named Portland;Which states have portland city;object;2
745;(SBARQ (WHNP (WP What) (NNS states)) (SQ (VP (VBP have) (NP (NP (NNS cities)) (VP (VBN named) (NP (NNP Rochester)))))));"answer(state(loc_1(city(cityid('rochester', _)))))";"answer(A,(state(A),loc(B,A),city(B),const(B,cityid(rochester,_))))";What states have cities named Rochester;Which states have rochester city;object;2
746;(SBARQ (WHNP (WP What) (NNS states)) (SQ (VP (VBP have) (NP (NP (NNS cities)) (VP (VBN named) (NP (NNP Salt) (NNP Lake) (NNP City)))))));"answer(state(loc_1(city(cityid('salt lake city', _)))))";"answer(A,(state(A),loc(B,A),city(B),const(B,cityid('salt lake city',_))))";What states have cities named Salt Lake City;Which states have salt lake city;object;2
747;(SBARQ (WHNP (WP What) (NNS states)) (SQ (VP (VBP have) (NP (DT no) (VBG bordering) (NN state)))));"answer(exclude(state(all), next_to_2(state(all))))";"answer(A,(state(A),not((next_to(A,B),state(B)))))";What states have no bordering state;Which states do not intersect with a state;object;2
748;(SBARQ (WHNP (WP What) (NNS states)) (SQ (VP (VBP have) (NP (NP (NNS rivers)) (VP (VBN named) (NP (NNP Colorado)))))));answer(state(loc_1(river(riverid('colorado')))));"answer(A,(state(A),loc(B,A),const(B,riverid(colorado))))";What states have rivers named Colorado;Which states have colorado river;object;2
749;(SBARQ (WHNP (WP What) (NNS states)) (SQ (VP (VBP have) (NP (NP (NNS rivers)) (VP (VBG running) (PP (IN through) (NP (PRP them))))))));answer(state(traverse_1(river(all))));"answer(A,(state(A),river(B),traverse(B,A)))";What states have rivers running through them;Which states have rivers;object;2
750;(SBARQ (WHNP (WP What) (NNS states)) (SQ (VP (VBP have) (NP (NP (NNS towns)) (VP (VBN named) (NP (NNP Springfield)))))));"answer(state(loc_1(city(cityid('springfield', _)))))";"answer(A,(state(A),loc(B,A),const(B,cityid(springfield,_))))";What states have towns named Springfield;Which states have springfield town;object;2
751;(SBARQ (WHNP (WHNP (WP What) (NN state) (POS 's)) (JJ high) (NN point)) (SQ (VBZ is) (ADJP (ADJP (JJR higher)) (PP (IN than) (NP (NP (DT that)) (PP (IN of) (NP (NNP Colorado))))))));answer(state(high_point_2(higher_2(high_point_1(stateid('colorado'))))));"answer(A,(state(A),high_point(A,B),higher(B,C),high_point(D,C),const(D,stateid(colorado))))";What state 's high point is higher than that of Colorado;Which state 's high point is higher than that of Colorado;object;0
752;(SBARQ (WHNP (WHNP (WP What) (NNS states)) (PP (IN in) (NP (DT the) (NNP United) (NNPS States)))) (SQ (VP (VBP have) (NP (NP (DT a) (NN city)) (PP (IN of) (NP (NNP Springfield)))))));"answer(intersection(state(loc_2(countryid('usa'))), loc_1(city(cityid('springfield', _)))))";"answer(A,(state(A),loc(A,B),const(B,countryid(usa)),loc(C,A),const(C,cityid(springfield,_))))";What states in the United States have a city of Springfield;Which states have the springfield city in the United States;object;2
753;(SBARQ (WHNP (WP What) (NNS states)) (SQ (VP (VBP neighbor) (NP (NNP Maine)))));answer(state(next_to_2(stateid('maine'))));"answer(A,(state(A),next_to(A,B),const(B,stateid(maine))))";What states neighbor Maine;Which states intersect with maine;object;2
754;(SBARQ (WHNP (WP What) (NNS states)) (SQ (VP (VBP surround) (NP (NNP Kentucky)))));answer(state(next_to_2(stateid('kentucky'))));"answer(A,(state(A),next_to(A,B),const(B,stateid(kentucky))))";What states surround Kentucky;Which states intersect with kentucky;object;2
755;(SBARQ (WHNP (WP What) (NNP Texas) (NN city)) (SQ (VP (VBZ has) (NP (DT the) (JJS largest) (NN population)))));answer(largest_one(population_1(city(loc_2(stateid('texas'))))));"answer(A,largest(B,(const(C,stateid(texas)),city(A),loc(A,C),population(A,B))))";What Texas city has the largest population;What city has the biggest population in Texas;amount;2
756;(SBARQ (WHNP (WP What)) (SQ (VBZ 's) (NP (DT the) (JJS largest) (NN city))));answer(largest(city(all)));"answer(A,largest(A,city(A)))";What 's the largest city;Which city has the biggest population;object;2
757;(SBARQ (WHADVP (WRB Where)) (SQ (VBP are) (NP (NNS mountains))));answer(loc_1(mountain(all)));"answer(A,(loc(B,A),mountain(B)))";Where are mountains;Where are mountains;location;2
758;(SBARQ (WHADVP (WRB Where)) (SQ (VBZ is) (NP (NNP Austin))));"answer(loc_1(cityid('austin', _)))";"answer(A,(loc(B,A),const(B,cityid(austin,_))))";Where is Austin;Where austin is located;location;2
759;(SBARQ (WHADVP (WRB Where)) (SQ (VBZ is) (NP (NNP Baton) (NNP Rouge))));"answer(loc_1(cityid('baton rouge', _)))";"answer(A,(loc(B,A),const(B,cityid('baton rouge',_))))";Where is Baton Rouge;Where baton rouge is located;location;2
760;(SBARQ (WHADVP (WRB Where)) (SQ (VBZ is) (NP (NNP Dallas))));"answer(loc_1(cityid('dallas', _)))";"answer(A,(loc(B,A),const(B,cityid(dallas,_))))";Where is Dallas;Where dallas is located;location;2
761;(SBARQ (WHADVP (WRB Where)) (SQ (VBZ is) (NP (NNP Fort) (NNP Wayne))));"answer(loc_1(cityid('fort wayne', _)))";"answer(A,(loc(B,A),const(B,cityid('fort wayne',_))))";Where is Fort Wayne;Where fort wayne is located;location;2
762;(SBARQ (WHADVP (WRB Where)) (SQ (VBZ is) (NP (NNP Houston))));"answer(loc_1(cityid('houston', _)))";"answer(A,(loc(B,A),const(B,cityid(houston,_))))";Where is Houston;Where houston is located;location;2
763;(SBARQ (WHADVP (WRB Where)) (SQ (VBZ is) (NP (NNP Indianapolis))));"answer(loc_1(cityid('indianapolis', _)))";"answer(A,(loc(B,A),const(B,cityid(indianapolis,_))))";Where is Indianapolis;Where indianapolis is located;location;2
764;(SBARQ (WHADVP (WRB Where)) (SQ (VBZ is) (NP (NNP Massachusetts))));answer(loc_1(stateid('massachusetts')));"answer(A,(loc(B,A),const(B,stateid(massachusetts))))";Where is Massachusetts;Where massachusetts is located;location;2
765;(SBARQ (WHADVP (WRB Where)) (SQ (VBZ is) (NP (NNP Mount) (NNP Whitney))));answer(loc_1(placeid('mount whitney')));"answer(A,(loc(B,A),const(B,placeid('mount whitney'))))";Where is Mount Whitney;Where mount whitney is located;location;2
766;(SBARQ (WHADVP (WRB Where)) (SQ (VBZ is) (NP (NNP Mount) (NNP Whitney)) (VP (VBN located))));answer(loc_1(placeid('mount whitney')));"answer(A,(loc(B,A),const(B,placeid('mount whitney'))))";Where is Mount Whitney located;Where mount whitney is located;location;2
767;(SBARQ (WHADVP (WRB Where)) (SQ (VBZ is) (NP (NNP New) (NNP Hampshire))));answer(loc_1(stateid('new hampshire')));"answer(A,(loc(B,A),const(B,stateid('new hampshire'))))";Where is New Hampshire;Where new hampshire is located;location;2
768;(SBARQ (WHADVP (WRB Where)) (SQ (VBZ is) (NP (NNP New) (NNP Orleans))));"answer(loc_1(cityid('new orleans', _)))";"answer(A,(loc(B,A),const(B,cityid('new orleans',_))))";Where is New Orleans;Where new orleans is located;location;2
769;(SBARQ (WHADVP (WRB Where)) (SQ (VBZ is) (NP (NNP Portland))));"answer(loc_1(cityid('portland', _)))";"answer(A,(loc(B,A),const(B,cityid(portland,_))))";Where is Portland;Where portland is located;location;2
770;(SBARQ (WHADVP (WRB Where)) (SQ (VBZ is) (NP (NNP San) (NNP Diego))));"answer(loc_1(cityid('san diego', _)))";"answer(A,(loc(B,A),const(B,cityid('san diego',_))))";Where is San Diego;Where san diego is located;location;2
771;(SBARQ (WHADVP (WRB Where)) (SQ (VBZ is) (NP (NNP San) (NNP Jose))));"answer(loc_1(cityid('san jose', _)))";"answer(A,(loc(B,A),const(B,cityid('san jose',_))))";Where is San Jose;Where san jose is located;location;2
772;(SBARQ (WHADVP (WRB Where)) (SQ (VBZ is) (NP (NNP Scotts) (NNP Valley))));"answer(loc_1(cityid('scotts valley', _)))";"answer(A,(loc(B,A),const(B,cityid('scotts valley',_))))";Where is Scotts Valley;Where scotts valley is located;location;2
773;(SBARQ (WHADVP (WRB Where)) (SQ (VBZ is) (NP (NNP Springfield))));"answer(loc_1(cityid('springfield', _)))";"answer(A,(loc(B,A),const(B,cityid(springfield,_))))";Where is Springfield;Where springfield is located;location;2
774;(SBARQ (WHADVP (WRB Where)) (SQ (VBZ is) (NP (DT the) (JJ Chattahoochee) (NN river))));answer(loc_1(river(riverid('chattahoochee'))));"answer(A,(loc(B,A),const(B,riverid(chattahoochee)),river(B)))";Where is the Chattahoochee river;Where the chattahoochee river is located;location;2
775;(SBARQ (WHADVP (WRB Where)) (SQ (VBZ is) (NP (NP (DT the) (JJS highest) (NN mountain)) (PP (IN of) (NP (DT the) (NNP United) (NNPS States))))));answer(highest(mountain(loc_2(countryid('usa')))));"answer(A,highest(A,(mountain(A),loc(A,B),const(B,countryid(usa)))))";Where is the highest mountain of the United States;Where is the mountain with the biggest height in the United States;location;1
776;(SBARQ (WHADVP (WRB Where)) (SQ (VBZ is) (NP (NP (DT the) (JJS highest) (NN point)) (PP (IN in) (NP (NNP Hawaii))))));answer(highest(place(loc_2(stateid('hawaii')))));"answer(A,highest(A,(place(A),loc(A,B),const(B,stateid(hawaii)))))";Where is the highest point in Hawaii;Where is the area with the biggest elevation in Hawaii;location;1
777;(SBARQ (WHADVP (WRB Where)) (SQ (VBZ is) (NP (NP (DT the) (JJS highest) (NN point)) (PP (IN in) (NP (NNP Montana))))));answer(highest(place(loc_2(stateid('montana')))));"answer(A,highest(A,(place(A),loc(A,B),const(B,stateid(montana)))))";Where is the highest point in Montana;Where is the area with the biggest elevation in Montana;location;1
778;(SBARQ (WHADVP (WRB Where)) (SQ (VBZ is) (NP (NP (DT the) (JJS lowest) (NN point)) (PP (IN in) (NP (NNP Maryland))))));answer(lowest(place(loc_2(stateid('maryland')))));"answer(A,lowest(A,(place(A),loc(A,B),const(B,stateid(maryland)))))";Where is the lowest point in Maryland;Where is the area with the fewest elevation in Maryland;location;1
